Unnamed: 0,user,smogList,fleschRList,ariList,complexList,colemanList,charList,fleschKList,sentencesList,gunningList,wordsList,smogIList,syllablesList
92081,derrick-j,24.504,-20.999,18.811,14.0,16.016,156.0,23.144,1.0,31.2,28.0,23.494,66.0
92082,derrick-j,18.244,-10.306,41.067,7.0,8.582,356.0,36.062,1.0,37.6,86.0,17.491,132.0
92083,derrick-j,14.555,42.715,6.468,4.0,5.582,76.0,12.27,1.0,16.0,20.0,13.954,34.0
92084,derrick-j,8.842,-6.695,10.185,1.0,7.485,13.0,14.69,1.0,20.8,2.0,8.477,5.0
92085,derrick-j,15.903,26.945,19.335,5.0,12.668,174.0,18.444,1.0,19.6,36.0,15.247,61.0
92086,derrick-j,8.842,32.56,11.214,1.0,15.896,32.0,9.96,1.0,10.0,5.0,8.477,10.0
92087,derrick-j,18.244,7.044,28.821,7.0,7.024,248.0,28.176,1.0,29.6,64.0,17.491,102.0
92088,derrick-j,15.903,-33.935,17.306,5.0,24.639,59.0,19.98,1.0,28.0,8.0,15.247,22.0
92089,derrick-j,3.129,53.639,10.466,0.0,13.333,74.0,9.256,1.0,5.6,14.0,3.0,23.0
92090,derrick-j,3.129,77.905,-1.59,0.0,-7.24,8.0,2.89,1.0,0.8,2.0,3.0,3.0
92091,derrick-j,11.208,35.472,18.843,2.0,13.304,168.0,16.758,1.0,15.6,34.0,10.746,55.0
92092,derrick-j,14.555,22.41,9.934,4.0,12.043,76.0,13.86,1.0,16.4,15.0,13.954,30.0
92093,derrick-j,11.208,17.445,2.765,2.0,5.705,27.0,12.317,1.0,15.6,6.0,10.746,13.0
92094,derrick-j,13.024,31.97,5.999,3.0,7.496,66.0,12.775,1.0,13.6,16.0,12.487,30.0
92095,derrick-j,15.903,3.246,35.915,5.0,9.017,316.0,31.439,1.0,32.4,75.0,15.247,113.0
92096,derrick-j,14.555,15.765,27.376,4.0,12.094,251.0,24.227,1.0,24.0,53.0,13.954,86.0
92097,derrick-j,13.024,47.565,4.578,3.0,4.469,65.0,11.097,1.0,13.6,18.0,12.487,30.0
92098,derrick-j,11.208,41.852,5.479,2.0,8.973,50.0,10.155,1.0,11.6,11.0,10.746,20.0
92099,derrick-j,3.129,49.543,3.766,0.0,6.831,46.0,9.082,1.0,4.4,11.0,3.0,19.0
92100,derrick-j,3.129,55.215,5.356,0.0,6.067,66.0,9.781,1.0,6.8,17.0,3.0,27.0
92101,derrick-j,8.842,35.605,5.475,1.0,1.595,11.0,8.79,1.0,20.8,2.0,8.477,4.0
92102,derrick-j,3.129,36.62,2.62,0.0,-16.35,5.0,8.4,1.0,0.4,1.0,3.0,2.0
92103,derrick-j,3.129,35.605,-6.3,0.0,-13.13,6.0,8.79,1.0,0.8,2.0,3.0,4.0
92104,derrick-j,3.129,79.558,4.233,0.0,5.287,60.0,6.137,1.0,6.4,16.0,3.0,21.0
92105,derrick-j,22.076,-5.19,31.039,11.0,13.548,289.0,28.392,1.0,30.4,58.0,21.166,105.0
92106,derrick-j,13.024,6.359,14.367,3.0,20.589,48.0,14.111,1.0,19.6,7.0,12.487,16.0
92107,derrick-j,3.129,61.24,2.587,0.0,6.232,34.0,6.705,1.0,3.2,8.0,3.0,13.0
92108,derrick-j,11.208,44.405,7.12,2.0,10.65,50.0,9.55,1.0,12.0,10.0,10.746,18.0
92109,derrick-j,3.129,66.1,0.863,0.0,3.451,34.0,6.276,1.0,3.6,9.0,3.0,14.0
92110,derrick-j,11.208,-29.875,19.428,2.0,25.792,33.0,18.42,1.0,21.6,4.0,10.746,11.0
92111,derrick-j,3.129,83.32,3.678,0.0,6.472,24.0,2.88,1.0,2.0,5.0,3.0,7.0
92112,derrick-j,11.208,-8.725,17.072,2.0,22.848,31.0,15.47,1.0,21.6,4.0,10.746,10.0
92113,derrick-j,15.903,30.333,8.681,5.0,10.225,78.0,13.252,1.0,18.4,17.0,15.247,32.0
92114,derrick-j,3.129,54.701,5.62,0.0,9.65,35.0,7.369,1.0,2.8,7.0,3.0,12.0
92115,derrick-j,11.208,46.605,5.765,2.0,8.705,54.0,9.74,1.0,11.2,12.0,10.746,21.0
92116,derrick-j,11.208,31.545,9.83,2.0,14.54,36.0,10.35,1.0,15.6,6.0,10.746,12.0
92117,derrick-j,3.129,77.905,0.765,0.0,-4.295,9.0,2.89,1.0,0.8,2.0,3.0,3.0
92118,derrick-j,17.122,-12.832,17.194,6.0,21.747,94.0,18.527,1.0,22.4,14.0,16.416,34.0
92119,derrick-j,8.842,-6.695,14.895,1.0,13.375,15.0,14.69,1.0,20.8,2.0,8.477,5.0
92120,derrick-j,14.555,8.255,29.636,4.0,1.79,221.0,30.492,1.0,31.6,74.0,13.954,108.0
92121,derrick-j,13.024,36.161,13.851,3.0,15.44,104.0,12.936,1.0,13.6,19.0,12.487,34.0
92122,derrick-j,8.842,12.425,10.008,1.0,14.013,25.0,12.52,1.0,11.6,4.0,8.477,9.0
92123,derrick-j,3.129,73.845,1.195,0.0,3.742,25.0,4.45,1.0,2.4,6.0,3.0,9.0
92124,derrick-j,14.555,21.647,12.801,4.0,11.626,111.0,15.954,1.0,16.0,23.0,13.954,44.0
92125,derrick-j,3.129,77.905,10.185,0.0,7.485,13.0,2.89,1.0,0.8,2.0,3.0,3.0
92126,derrick-j,3.129,67.755,6.942,0.0,10.177,57.0,6.79,1.0,4.8,12.0,3.0,18.0
92127,derrick-j,11.208,-1.28,13.098,2.0,18.252,34.0,14.68,1.0,18.0,5.0,10.746,12.0
92128,derrick-j,11.208,17.445,11.4,2.0,16.503,38.0,12.317,1.0,15.6,6.0,10.746,13.0
92129,derrick-j,11.208,15.64,5.562,2.0,8.828,26.0,12.32,1.0,18.0,5.0,10.746,11.0
92130,derrick-j,11.208,29.515,11.419,2.0,17.276,49.0,11.13,1.0,13.2,8.0,10.746,16.0
92131,derrick-j,8.842,82.39,4.354,1.0,8.441,37.0,3.755,1.0,8.0,8.0,8.477,11.0
92132,derrick-j,13.024,18.444,11.676,3.0,17.223,44.0,12.426,1.0,19.6,7.0,12.487,15.0
92133,derrick-j,8.842,50.665,6.709,1.0,11.386,41.0,8.18,1.0,8.0,8.0,8.477,14.0
92134,derrick-j,11.208,55.215,9.235,2.0,10.918,80.0,9.781,1.0,11.2,17.0,10.746,27.0
92135,derrick-j,8.842,61.325,3.823,1.0,6.527,43.0,7.19,1.0,8.0,10.0,8.477,16.0
92136,derrick-j,8.842,34.59,2.05,1.0,1.687,14.0,9.18,1.0,14.4,3.0,8.477,6.0
92137,derrick-j,8.842,33.575,8.83,1.0,12.54,24.0,9.57,1.0,11.6,4.0,8.477,8.0
92138,derrick-j,3.129,97.025,-6.477,0.0,-6.603,11.0,0.72,1.0,1.6,4.0,3.0,5.0
92139,derrick-j,11.208,49.914,10.551,2.0,9.437,98.0,11.763,1.0,12.4,22.0,10.746,35.0
92140,derrick-j,13.024,50.61,8.992,3.0,10.865,73.0,9.927,1.0,14.0,15.0,12.487,25.0
92141,derrick-j,3.129,54.725,6.475,0.0,9.595,22.0,6.62,1.0,1.6,4.0,3.0,7.0
92142,derrick-j,11.208,65.725,5.756,2.0,7.443,60.0,7.57,1.0,11.2,14.0,10.746,21.0
92143,derrick-j,8.842,90.959,1.583,1.0,4.601,29.0,2.311,1.0,8.4,7.0,8.477,9.0
92144,derrick-j,11.208,17.445,11.4,2.0,16.503,38.0,12.317,1.0,15.6,6.0,10.746,13.0
92145,derrick-j,11.208,32.56,5.562,2.0,8.828,26.0,9.96,1.0,18.0,5.0,10.746,10.0
92146,derrick-j,3.129,120.205,-1.59,0.0,-7.24,8.0,-3.01,1.0,0.8,2.0,3.0,2.0
92147,derrick-j,3.129,59.745,1.195,0.0,3.742,25.0,6.417,1.0,2.4,6.0,3.0,10.0
92148,derrick-j,13.024,31.538,16.133,3.0,12.041,142.0,16.065,1.0,15.6,29.0,12.487,50.0
92149,derrick-j,11.208,15.64,13.098,2.0,18.252,34.0,12.32,1.0,18.0,5.0,10.746,11.0
92150,derrick-j,8.842,-6.695,14.895,1.0,13.375,15.0,14.69,1.0,20.8,2.0,8.477,5.0
92151,derrick-j,3.129,73.845,4.335,0.0,7.668,29.0,4.45,1.0,2.4,6.0,3.0,9.0
92152,derrick-j,11.208,53.971,15.338,2.0,17.3,110.0,10.452,1.0,11.6,19.0,10.746,30.0
92153,derrick-j,3.129,35.605,3.12,0.0,-1.35,10.0,8.79,1.0,0.8,2.0,3.0,4.0
92154,derrick-j,8.842,46.665,11.625,1.0,5.778,115.0,14.203,1.0,13.2,30.0,8.477,46.0
92155,derrick-j,3.129,84.9,0.34,0.0,2.797,33.0,3.653,1.0,3.6,9.0,3.0,12.0
92156,derrick-j,15.903,34.532,12.692,5.0,12.115,108.0,13.908,1.0,17.6,22.0,15.247,39.0
92157,derrick-j,8.842,42.616,0.91,1.0,3.76,28.0,9.054,1.0,8.4,7.0,8.477,13.0
92158,derrick-j,18.244,33.386,13.429,7.0,9.284,124.0,15.559,1.0,21.2,28.0,17.491,48.0
92159,derrick-j,24.504,-9.104,36.006,14.0,12.882,336.0,31.671,1.0,35.6,69.0,23.494,119.0
92160,derrick-j,11.208,-91.295,10.185,2.0,7.485,13.0,26.49,1.0,40.8,2.0,10.746,7.0
92161,derrick-j,13.024,39.429,10.233,3.0,5.287,105.0,14.716,1.0,15.2,28.0,12.487,46.0
92162,derrick-j,8.842,65.655,4.876,3.0,6.968,164.0,7.331,3.0,8.0,39.0,8.477,59.0
92163,derrick-j,25.254,-17.77,24.71,15.0,16.889,222.0,25.675,1.0,30.8,40.0,24.213,87.0
92164,derrick-j,14.555,45.262,10.343,4.0,12.304,84.0,11.169,1.0,16.0,17.0,13.954,29.0
92165,derrick-j,17.122,2.21,23.194,6.0,14.368,210.0,23.137,1.0,22.0,41.0,16.416,79.0
92166,derrick-j,13.024,47.833,8.354,3.0,10.441,74.0,10.563,1.0,13.6,16.0,12.487,27.0
92167,derrick-j,5.709,31.516,5.464,40.0,4.7735,1919.0,5.0385,19.0,6.2,429.0,5.4735,613.0
92168,derrick-j,13.319,44.43,14.696,35.0,12.461,1391.0,13.386,11.0,14.8,280.0,12.77,452.0
92169,derrick-j,14.757,42.459,11.988,29.0,10.699,747.0,13.016,7.0,16.0,160.0,14.148,267.0
92170,derrick-j,17.122,31.402,16.385,84.0,14.455,1905.0,15.25,14.0,19.2,359.0,16.416,634.0
92171,derrick-j,15.903,41.563,13.701,5.0,10.25,124.0,14.17,1.0,18.0,27.0,15.247,44.0
92172,derrick-j,14.555,15.649,29.475,4.0,16.595,275.0,23.498,1.0,23.2,50.0,13.954,83.0
92173,derrick-j,21.194,10.443,20.622,10.0,16.779,177.0,19.753,1.0,25.2,32.0,20.321,62.0
92174,derrick-j,12.458,48.191,10.234,32.0,12.271,997.0,10.72,12.0,12.4,202.0,11.944,338.0
92175,derrick-j,17.122,10.886,30.203,6.0,16.255,283.0,24.659,1.0,25.2,52.0,16.416,88.0
92176,derrick-j,15.903,12.572,30.397,5.0,15.873,285.0,24.672,1.0,24.8,53.0,15.247,88.0
92177,derrick-j,13.024,43.563,16.641,12.0,13.614,568.0,14.015,4.0,14.8,110.0,12.487,176.0
92178,derrick-j,11.979,60.148,8.297,12.0,9.37,391.0,9.242,5.0,12.0,88.0,11.485,134.0
92179,derrick-j,5.985,91.599,4.073,1.0,7.621,157.0,2.657,4.0,4.0,35.0,5.739,44.0
92180,derrick-j,12.494,55.474,10.335,43.0,9.44,1537.0,10.879,16.0,13.2,345.0,11.979,528.0
92181,derrick-j,16.728,33.99,17.11,17.0,12.596,458.0,16.385,3.0,19.2,95.0,16.038,158.0
92182,derrick-j,3.129,90.09,6.166,0.0,7.331,64.0,4.42,1.0,6.0,15.0,3.0,18.0
92183,derrick-j,12.767,54.874,11.605,37.0,11.476,1301.0,10.784,13.0,13.2,271.0,12.24,419.0
92184,derrick-j,9.726,71.29,8.364,4.0,10.079,213.0,7.042,3.0,9.2,45.0,9.325,64.0
92185,derrick-j,20.852,11.634,20.908,77.0,16.902,1438.0,19.679,8.0,24.4,259.0,19.993,497.0
92186,derrick-j,13.968,43.753,11.219,18.0,12.274,464.0,11.827,5.0,14.8,94.0,13.392,160.0
92187,derrick-j,12.341,51.772,8.33,13.0,11.288,321.0,9.268,5.0,13.2,65.0,11.832,109.0
92188,derrick-j,3.129,75.765,8.503,0.0,9.378,80.0,7.163,1.0,7.2,18.0,3.0,24.0
92189,derrick-j,3.129,75.428,5.31,0.0,6.572,120.0,6.341,2.0,5.6,29.0,3.0,40.0
92190,derrick-j,11.855,52.867,11.458,7.0,12.864,277.0,10.44,3.0,12.0,55.0,11.367,88.0
92191,derrick-j,13.559,50.653,11.155,10.0,11.652,285.0,11.08,3.0,14.0,59.0,13.0,95.0
92192,derrick-j,9.096,79.079,6.733,12.0,7.334,799.0,6.633,11.0,9.2,195.0,8.721,253.0
92193,derrick-j,3.129,89.525,3.509,0.0,6.134,127.0,3.257,3.0,4.0,30.0,3.0,38.0
92194,derrick-j,11.807,60.299,8.33,30.0,10.459,958.0,8.805,13.0,11.6,207.0,11.321,319.0
92195,derrick-j,3.129,90.959,2.794,0.0,6.116,154.0,2.311,5.0,2.8,35.0,3.0,45.0
92196,derrick-j,14.13325,11.079125,30.69475,149.0,9.749875,6122.0,25.108624999999996,45.0,27.400000000000002,1312.0,13.5505,1962.0
92197,derrick-j,10.609,69.951,6.578,12.0,8.489,468.0,7.371,7.0,10.4,109.0,10.171,156.0
92198,derrick-j,11.208,65.168,8.681,4.0,10.225,156.0,8.393,2.0,11.2,34.0,10.746,50.0
92199,derrick-j,13.024,56.197,9.867,42.0,10.458,1231.0,10.141,14.0,13.6,266.0,12.487,413.0
92200,derrick-j,10.5565,34.807,8.543,168.0,8.63975,4449.0,8.881,47.0,11.399999999999999,929.0,10.12125,1526.0
92201,derrick-j,11.698,64.419,8.875,18.0,9.295,669.0,8.963,8.0,11.6,151.0,11.216,220.0
92202,derrick-j,16.728,33.351,12.27,51.0,9.85,1009.0,14.763,9.0,18.4,223.0,16.038,391.0
92203,derrick-j,12.603,61.379,7.898,11.0,9.653,275.0,8.363,4.0,12.8,59.0,12.083,91.0
92204,derrick-j,3.129,118.683,-5.55,0.0,-6.13,21.0,-2.425,2.0,1.2,7.0,3.0,7.0
92205,derrick-j,5.4455,31.711,4.327,24.0,4.0855,1115.0,4.7195,13.0,5.8,263.0,5.221,382.0
92206,derrick-j,6.803,23.6655,6.3765,37.0,5.1575,1266.0,6.434,11.0,7.6,275.0,6.5225,436.0
92207,derrick-j,3.129,87.945,-0.375,0.0,1.778,23.0,2.483,1.0,2.4,6.0,3.0,8.0
92208,derrick-j,16.768,37.446,16.776,57.0,11.656,1515.0,16.11,10.0,19.6,325.0,16.077,524.0
92209,derrick-j,12.162,54.718,9.068,25.0,10.71,794.0,9.851,10.0,12.4,170.0,11.66,271.0
92210,derrick-j,8.842,63.671,6.169,4.0,8.116,242.0,7.794,4.0,8.0,55.0,8.477,84.0
92211,derrick-j,16.594,38.779,16.737,50.0,11.434,1364.0,15.993,9.0,19.2,295.0,15.91,470.0
92212,derrick-j,16.976,26.22,18.239,47.0,14.049,1257.0,17.055,8.0,19.6,240.0,16.276,426.0
92213,derrick-j,10.686,56.674,13.486,7.0,10.763,482.0,11.752,4.0,12.4,103.0,10.246,151.0
92214,derrick-j,7.794,78.545,5.905,2.0,9.632,93.0,3.794,3.0,6.8,18.0,7.472,26.0
92215,derrick-j,9.516,68.066,3.895,5.0,6.93,166.0,6.126,4.0,8.8,38.0,9.124,58.0
92216,derrick-j,14.375,47.349,11.599,31.0,11.451,801.0,11.841,8.0,15.2,167.0,13.782,273.0
92217,derrick-j,13.559,56.606,10.601,10.0,10.126,288.0,10.581,3.0,14.4,63.0,13.0,96.0
92218,derrick-j,3.129,92.776,3.644,0.0,4.551,116.0,4.294,2.0,6.4,32.0,3.0,37.0
92219,derrick-j,13.024,53.713,10.071,30.0,10.088,913.0,10.736,10.0,14.0,200.0,12.487,314.0
92220,derrick-j,8.314,17.183,8.6415,67.0,6.1455,1860.0,8.27,12.0,9.8,390.0,7.971,643.0
92221,derrick-j,13.559,58.594,12.229,10.0,11.744,315.0,10.469,3.0,14.4,65.0,13.0,97.0
92222,derrick-j,12.603,55.995,9.039,22.0,9.969,659.0,9.952,8.0,13.2,145.0,12.083,227.0
92223,derrick-j,16.322,32.061,21.868,16.0,11.042,597.0,19.635,3.0,22.0,131.0,15.649,202.0
92224,derrick-j,9.445,71.375,5.576,11.0,8.33,488.0,6.34,9.0,8.8,110.0,9.055,160.0
92225,derrick-j,20.267,11.584,29.171,18.0,11.213,532.0,26.052,2.0,29.2,116.0,19.432,187.0
92226,derrick-j,11.979,57.828,8.171,12.0,10.712,355.0,8.97,5.0,12.0,76.0,11.485,120.0
92227,derrick-j,14.068,55.124,12.609,44.0,9.25,1402.0,12.133,12.0,15.6,317.0,13.488,468.0
92228,derrick-j,18.599,22.862,17.767,110.0,15.376,2207.0,16.762,15.0,21.2,404.0,17.832,748.0
92229,derrick-j,23.7788125,-31.109687500000007,47.74731249999999,494.0,11.7838125,12266.0,38.9646875,56.0,43.650000000000006,2458.0,22.798312499999998,4137.0
92230,derrick-j,7.3365,21.8915,6.818,49.0,6.179,1396.0,6.4955,12.0,8.0,282.0,7.034,464.0
92231,derrick-j,17.122,31.44,22.631,6.0,11.163,206.0,20.053,1.0,23.2,45.0,16.416,69.0
92232,derrick-j,9.013,12.37,9.574,34.0,7.718,810.0,8.581,5.0,10.2,148.0,8.6415,266.0
92233,derrick-j,13.241,45.773,11.734,47.0,12.084,1481.0,11.877,15.0,14.0,302.0,12.695,502.0
92234,derrick-j,13.141,49.765,12.036,43.0,9.731,1545.0,12.405,14.0,14.4,343.0,12.599,536.0
92235,derrick-j,17.122,6.325,31.126,6.0,16.159,293.0,25.792,1.0,26.0,54.0,16.416,93.0
92236,derrick-j,22.076,-0.773,33.624,22.0,16.469,641.0,27.9,2.0,30.4,117.0,21.166,205.0
92237,derrick-j,21.013,6.568,26.882,49.0,13.228,1237.0,24.814,5.0,27.6,251.0,20.146,443.0
92238,derrick-j,9.3,71.689,4.724,7.0,6.57,331.0,6.572,6.0,8.4,80.0,8.916,115.0
92239,derrick-j,7.794,76.744,4.172,4.0,5.984,319.0,5.826,6.0,7.2,79.0,7.472,109.0
92240,derrick-j,11.208,31.545,5.905,2.0,9.632,31.0,10.35,1.0,15.6,6.0,10.746,12.0
92241,derrick-j,10.1335,5.771,14.7955,54.0,5.765,1624.0,13.0705,6.0,14.6,350.0,9.716,563.0
92242,derrick-j,19.287,10.568,16.41,16.0,14.888,269.0,17.996,2.0,22.8,50.0,18.492,101.0
92243,derrick-j,17.122,24.145,15.04,36.0,15.572,698.0,15.15,6.0,19.6,127.0,16.416,242.0
92244,derrick-j,12.162,56.799,11.406,5.0,8.006,219.0,11.796,2.0,14.0,52.0,11.66,76.0
92245,derrick-j,13.817,51.405,17.905,7.0,7.129,327.0,16.523,2.0,20.0,84.0,13.247,112.0
92246,derrick-j,15.903,11.035,30.905,5.0,15.256,290.0,25.384,1.0,25.6,55.0,15.247,91.0
92247,derrick-j,11.208,56.25,8.835,4.0,10.668,145.0,9.14,2.0,11.2,30.0,10.746,48.0
92248,derrick-j,8.9395,10.95,10.9865,40.0,6.8375,1191.0,10.0295,6.0,11.0,238.0,8.571,407.0
92249,derrick-j,17.122,30.365,13.832,30.0,9.789,632.0,15.98,5.0,19.6,140.0,16.416,245.0
92250,derrick-j,9.3495,10.6605,11.8175,52.0,6.075,1509.0,10.7855,7.0,12.2,318.0,8.964,524.0
92251,derrick-j,21.419,4.285,28.408,41.0,13.072,1049.0,25.953,4.0,28.8,214.0,20.536,375.0
92252,derrick-j,23.727,6.727,21.982,13.0,14.103,198.0,22.01,1.0,28.8,39.0,22.748,74.0
92253,derrick-j,13.024,31.006,10.286,6.0,15.296,118.0,11.543,2.0,15.2,21.0,12.487,41.0
92254,derrick-j,14.555,42.717,15.788,12.0,12.026,416.0,14.34,3.0,16.8,85.0,13.954,136.0
92255,derrick-j,8.842,49.48,0.852,1.0,2.938,21.0,7.6,1.0,10.0,5.0,8.477,9.0
92256,derrick-j,11.208,59.067,6.846,4.0,10.37,110.0,7.878,2.0,11.2,23.0,10.746,37.0
92257,derrick-j,10.504,67.605,7.97,5.0,7.877,243.0,8.633,3.0,10.8,58.0,10.071,82.0
92258,derrick-j,13.817,53.639,8.615,7.0,11.019,137.0,9.256,2.0,15.6,28.0,13.247,46.0
92259,derrick-j,8.2195,20.6495,9.069,38.0,5.139,1160.0,8.3985,7.0,10.2,262.0,7.881,395.0
92260,derrick-j,11.766,57.738,9.715,32.0,11.25,1162.0,9.536,14.0,12.0,244.0,11.281,379.0
92261,derrick-j,13.943,51.283,12.083,43.0,10.415,1303.0,11.945,12.0,15.2,282.0,13.368,439.0
92262,derrick-j,19.287,24.105,19.161,16.0,15.202,326.0,17.35,2.0,22.4,60.0,18.492,108.0
92263,derrick-j,3.129,103.625,-1.358,0.0,0.048,32.0,1.29,1.0,4.0,10.0,3.0,11.0
92264,derrick-j,18.244,20.289,21.209,14.0,14.699,378.0,19.497,2.0,22.0,73.0,17.491,129.0
92265,derrick-j,11.602,72.778,6.176,11.0,7.968,328.0,6.984,5.0,11.6,78.0,11.124,109.0
92266,derrick-j,19.399,20.52,17.68,73.0,13.837,1368.0,17.657,9.0,22.4,263.0,18.599,487.0
92267,derrick-j,10.728,64.958,7.679,23.0,9.655,867.0,7.753,13.0,10.4,186.0,10.285,280.0
92268,derrick-j,8.842,65.555,4.294,2.0,7.116,88.0,6.6,2.0,8.0,20.0,8.477,31.0
92269,derrick-j,3.129,120.205,-11.01,0.0,-19.02,4.0,-3.01,1.0,0.8,2.0,3.0,2.0
92270,derrick-j,11.538,63.357,7.595,13.0,9.284,434.0,8.48,6.0,11.6,98.0,11.062,147.0
92271,derrick-j,16.374,41.507,15.986,43.0,10.981,1164.0,15.42,8.0,19.2,256.0,15.698,402.0
92272,derrick-j,16.828,30.281,16.991,23.0,12.708,605.0,16.799,4.0,19.6,125.0,16.134,214.0
92273,derrick-j,5.684,86.124,2.929,1.0,6.284,155.0,2.986,5.0,3.6,35.0,5.449,47.0
92274,derrick-j,11.208,51.494,6.92,10.0,10.775,236.0,8.412,5.0,12.0,47.0,10.746,81.0
92275,derrick-j,14.938,35.97,16.628,47.0,10.477,1673.0,16.711,11.0,18.4,375.0,14.322,604.0
92276,derrick-j,3.129,103.655,-2.219,0.0,-0.091,54.0,0.913,2.0,3.2,17.0,3.0,19.0
92277,derrick-j,15.021,40.46,13.741,13.0,11.551,361.0,13.827,3.0,16.8,75.0,14.402,125.0
92278,derrick-j,14.79,33.99,16.788,25.0,12.193,903.0,16.385,6.0,17.6,190.0,14.18,316.0
92279,derrick-j,11.698,56.196,10.213,18.0,11.359,698.0,9.955,8.0,12.0,146.0,11.216,228.0
92280,derrick-j,13.024,15.725,30.516,3.0,15.395,286.0,24.481,1.0,23.6,54.0,12.487,87.0
92281,derrick-j,15.903,14.07,29.744,5.0,16.306,278.0,23.967,1.0,24.0,51.0,15.247,85.0
92282,derrick-j,13.205,48.638,12.765,28.0,9.288,1063.0,13.1,9.0,14.8,240.0,12.661,372.0
92283,derrick-j,7.2775,18.857,9.1795,32.0,6.0755,1324.0,8.3315,8.0,9.0,279.0,6.977,441.0
92284,derrick-j,11.208,65.296,9.266,2.0,7.831,92.0,9.617,1.0,12.4,22.0,10.746,31.0
92285,derrick-j,11.208,54.971,7.972,10.0,11.966,283.0,8.374,5.0,11.2,56.0,10.746,93.0
92286,derrick-j,11.208,44.97,8.364,2.0,10.079,71.0,10.713,1.0,11.2,15.0,10.746,26.0
92287,derrick-j,11.623,57.694,10.712,42.0,10.857,1789.0,10.194,19.0,12.4,381.0,11.143,580.0
92288,derrick-j,15.47,34.435,22.65,14.0,8.476,610.0,20.712,3.0,23.2,148.0,14.832,214.0
92289,derrick-j,8.6945,14.633,7.518,81.0,6.2725,1684.0,7.818,13.0,9.8,338.0,8.336,604.0
92290,derrick-j,18.244,4.117,30.76,7.0,17.577,289.0,25.355,1.0,25.6,51.0,17.491,91.0
92291,derrick-j,13.024,15.65,30.562,3.0,14.828,286.0,24.74,1.0,24.0,55.0,12.487,88.0
92292,derrick-j,14.641124999999999,29.290249999999997,14.567,303.0,10.1035,7814.0,14.414625,57.0,17.150000000000002,1715.0,14.037625,2799.0
92293,derrick-j,11.208,3.345,10.615,2.0,15.522,37.0,14.283,1.0,15.6,6.0,10.746,14.0
92294,derrick-j,13.024,49.575,10.168,27.0,11.321,783.0,10.872,9.0,13.6,164.0,12.487,269.0
92295,derrick-j,15.903,12.411,30.206,5.0,16.884,283.0,24.198,1.0,24.0,51.0,15.247,86.0
92296,derrick-j,23.727,-15.325,36.142,13.0,15.553,346.0,31.545,1.0,34.0,65.0,22.748,120.0
92297,derrick-j,20.267,7.185,19.946,9.0,16.184,168.0,19.71,1.0,24.0,30.0,19.432,60.0
92298,derrick-j,11.208,71.728,5.179,6.0,6.888,185.0,7.064,3.0,11.2,46.0,10.746,65.0
92299,derrick-j,8.842,-47.98,16.75,1.0,1.32,8.0,20.2,1.0,40.4,1.0,8.477,3.0
92300,derrick-j,19.084,12.595,16.977,117.0,16.389,2006.0,17.399,15.0,22.0,356.0,18.297,716.0
92301,derrick-j,17.122,9.458,31.126,6.0,16.159,293.0,25.355,1.0,26.0,54.0,16.416,91.0
92302,derrick-j,18.599,25.373,16.101,44.0,13.46,822.0,16.345,6.0,21.2,160.0,17.832,292.0
92303,derrick-j,18.244,7.783,30.931,7.0,16.539,291.0,25.34,1.0,26.4,53.0,17.491,91.0
92304,derrick-j,11.208,65.648,8.233,16.0,7.633,672.0,9.133,8.0,11.6,162.0,10.746,231.0
92305,derrick-j,8.842,-47.98,16.75,1.0,1.32,8.0,20.2,1.0,40.4,1.0,8.477,3.0
92306,derrick-j,12.816,51.328,10.305,23.0,11.553,698.0,10.603,8.0,13.2,145.0,12.287,235.0
92307,derrick-j,6.5705,26.1645,5.6985,43.0,5.337,1418.0,5.6775,14.0,7.0,304.0,6.2995,476.0
92308,derrick-j,9.889,67.406,5.165,7.0,8.705,243.0,6.541,5.0,8.8,54.0,9.481,82.0
92309,derrick-j,7.1025,29.68725,7.164,39.0,6.31525,1044.0,7.94625,10.0,10.3,207.0,6.80975,347.0
92310,derrick-j,6.1215,26.6445,6.205,28.0,4.289,1284.0,6.2785,11.0,7.2,298.0,5.8695,444.0
92311,derrick-j,11.602,59.444,6.507,11.0,8.132,317.0,8.545,5.0,11.6,72.0,11.124,113.0
92312,derrick-j,7.624,16.8275,6.983,81.0,7.1845,1995.0,6.884,18.0,8.2,377.0,7.3095,677.0
92313,derrick-j,13.925,44.852,10.748,25.0,12.006,626.0,11.546,7.0,14.8,128.0,13.351,217.0
92314,derrick-j,10.8505,34.85375,10.80275,147.0,8.2795,4779.0,10.23975,38.0,12.2,1023.0,10.403,1600.0
92315,derrick-j,16.883499999999998,-28.58875,38.15175,118.0,8.576,3277.0,32.5595,19.0,34.9,694.0,16.18725,1173.0
92316,derrick-j,8.076,76.886,6.447,3.0,7.994,254.0,6.137,4.0,7.6,58.0,7.743,79.0
92317,derrick-j,8.842,75.586,4.057,7.0,6.302,356.0,5.804,7.0,8.0,87.0,8.477,122.0
92318,derrick-j,7.169,86.07,1.846,2.0,3.335,183.0,4.422,4.0,6.0,51.0,6.873,65.0
92319,derrick-j,12.092,54.552,10.13,32.0,10.546,1170.0,10.466,13.0,12.4,252.0,11.593,395.0
92320,derrick-j,13.559,56.323,11.479,10.0,10.597,307.0,10.869,3.0,14.8,66.0,13.0,100.0
