user,smogList,fleschRList,ariList,complexList,colemanList,charList,fleschKList,sentencesList,gunningList,wordsList,smogIList,syllablesList
derrick-j,18.244,33.386,13.429,7,9.284,124,15.559,1,21.2,28,17.491,48
derrick-j,24.504,-9.104,36.006,14,12.882,336,31.671,1,35.6,69,23.494,119
derrick-j,11.208,-91.295,10.185,2,7.485,13,26.49,1,40.8,2,10.746,7
derrick-j,13.024,39.429,10.233,3,5.287,105,14.716,1,15.2,28,12.487,46
derrick-j,8.842,65.655,4.876,3,6.968,164,7.331,3,8,39,8.477,59
derrick-j,25.254,-17.77,24.71,15,16.889,222,25.675,1,30.8,40,24.213,87
derrick-j,14.555,45.262,10.343,4,12.304,84,11.169,1,16,17,13.954,29
derrick-j,17.122,2.21,23.194,6,14.368,210,23.137,1,22,41,16.416,79
derrick-j,13.024,47.833,8.354,3,10.441,74,10.563,1,13.6,16,12.487,27
derrick-j,5.709,31.516,5.464,40,4.7735,1919,5.0385,19,6.2,429,5.4735,613
derrick-j,13.319,44.43,14.696,35,12.461,1391,13.386,11,14.8,280,12.77,452
derrick-j,14.757,42.459,11.988,29,10.699,747,13.016,7,16,160,14.148,267
derrick-j,17.122,31.402,16.385,84,14.455,1905,15.25,14,19.2,359,16.416,634
derrick-j,15.903,41.563,13.701,5,10.25,124,14.17,1,18,27,15.247,44
derrick-j,14.555,15.649,29.475,4,16.595,275,23.498,1,23.2,50,13.954,83
derrick-j,21.194,10.443,20.622,10,16.779,177,19.753,1,25.2,32,20.321,62
derrick-j,12.458,48.191,10.234,32,12.271,997,10.72,12,12.4,202,11.944,338
derrick-j,17.122,10.886,30.203,6,16.255,283,24.659,1,25.2,52,16.416,88
derrick-j,15.903,12.572,30.397,5,15.873,285,24.672,1,24.8,53,15.247,88
derrick-j,13.024,43.563,16.641,12,13.614,568,14.015,4,14.8,110,12.487,176
derrick-j,11.979,60.148,8.297,12,9.37,391,9.242,5,12,88,11.485,134
derrick-j,5.985,91.599,4.073,1,7.621,157,2.657,4,4,35,5.739,44
derrick-j,12.494,55.474,10.335,43,9.44,1537,10.879,16,13.2,345,11.979,528
derrick-j,16.728,33.99,17.11,17,12.596,458,16.385,3,19.2,95,16.038,158
derrick-j,3.129,90.09,6.166,0,7.331,64,4.42,1,6,15,3,18
derrick-j,12.767,54.874,11.605,37,11.476,1301,10.784,13,13.2,271,12.24,419
derrick-j,9.726,71.29,8.364,4,10.079,213,7.042,3,9.2,45,9.325,64
derrick-j,20.852,11.634,20.908,77,16.902,1438,19.679,8,24.4,259,19.993,497
derrick-j,13.968,43.753,11.219,18,12.274,464,11.827,5,14.8,94,13.392,160
derrick-j,12.341,51.772,8.33,13,11.288,321,9.268,5,13.2,65,11.832,109
derrick-j,3.129,75.765,8.503,0,9.378,80,7.163,1,7.2,18,3,24
derrick-j,3.129,75.428,5.31,0,6.572,120,6.341,2,5.6,29,3,40
derrick-j,11.855,52.867,11.458,7,12.864,277,10.44,3,12,55,11.367,88
derrick-j,13.559,50.653,11.155,10,11.652,285,11.08,3,14,59,13,95
derrick-j,9.096,79.079,6.733,12,7.334,799,6.633,11,9.2,195,8.721,253
derrick-j,3.129,89.525,3.509,0,6.134,127,3.257,3,4,30,3,38
derrick-j,11.807,60.299,8.33,30,10.459,958,8.805,13,11.6,207,11.321,319
derrick-j,3.129,90.959,2.794,0,6.116,154,2.311,5,2.8,35,3,45
derrick-j,14.13325,11.079125,30.69475,149,9.749875,6122,25.108625,45,27.4,1312,13.5505,1962
derrick-j,10.609,69.951,6.578,12,8.489,468,7.371,7,10.4,109,10.171,156
derrick-j,11.208,65.168,8.681,4,10.225,156,8.393,2,11.2,34,10.746,50
derrick-j,13.024,56.197,9.867,42,10.458,1231,10.141,14,13.6,266,12.487,413
derrick-j,10.5565,34.807,8.543,168,8.63975,4449,8.881,47,11.4,929,10.12125,1526
derrick-j,11.698,64.419,8.875,18,9.295,669,8.963,8,11.6,151,11.216,220
derrick-j,16.728,33.351,12.27,51,9.85,1009,14.763,9,18.4,223,16.038,391
derrick-j,12.603,61.379,7.898,11,9.653,275,8.363,4,12.8,59,12.083,91
derrick-j,3.129,118.683,-5.55,0,-6.13,21,-2.425,2,1.2,7,3,7
derrick-j,5.4455,31.711,4.327,24,4.0855,1115,4.7195,13,5.8,263,5.221,382
derrick-j,6.803,23.6655,6.3765,37,5.1575,1266,6.434,11,7.6,275,6.5225,436
derrick-j,3.129,87.945,-0.375,0,1.778,23,2.483,1,2.4,6,3,8
derrick-j,16.768,37.446,16.776,57,11.656,1515,16.11,10,19.6,325,16.077,524
derrick-j,12.162,54.718,9.068,25,10.71,794,9.851,10,12.4,170,11.66,271
derrick-j,8.842,63.671,6.169,4,8.116,242,7.794,4,8,55,8.477,84
derrick-j,16.594,38.779,16.737,50,11.434,1364,15.993,9,19.2,295,15.91,470
derrick-j,16.976,26.22,18.239,47,14.049,1257,17.055,8,19.6,240,16.276,426
derrick-j,10.686,56.674,13.486,7,10.763,482,11.752,4,12.4,103,10.246,151
derrick-j,7.794,78.545,5.905,2,9.632,93,3.794,3,6.8,18,7.472,26
derrick-j,9.516,68.066,3.895,5,6.93,166,6.126,4,8.8,38,9.124,58
derrick-j,14.375,47.349,11.599,31,11.451,801,11.841,8,15.2,167,13.782,273
derrick-j,13.559,56.606,10.601,10,10.126,288,10.581,3,14.4,63,13,96
derrick-j,3.129,92.776,3.644,0,4.551,116,4.294,2,6.4,32,3,37
derrick-j,13.024,53.713,10.071,30,10.088,913,10.736,10,14,200,12.487,314
derrick-j,8.314,17.183,8.6415,67,6.1455,1860,8.27,12,9.8,390,7.971,643
derrick-j,13.559,58.594,12.229,10,11.744,315,10.469,3,14.4,65,13,97
derrick-j,12.603,55.995,9.039,22,9.969,659,9.952,8,13.2,145,12.083,227
derrick-j,16.322,32.061,21.868,16,11.042,597,19.635,3,22,131,15.649,202
derrick-j,9.445,71.375,5.576,11,8.33,488,6.34,9,8.8,110,9.055,160
derrick-j,20.267,11.584,29.171,18,11.213,532,26.052,2,29.2,116,19.432,187
derrick-j,11.979,57.828,8.171,12,10.712,355,8.97,5,12,76,11.485,120
derrick-j,14.068,55.124,12.609,44,9.25,1402,12.133,12,15.6,317,13.488,468
derrick-j,18.599,22.862,17.767,110,15.376,2207,16.762,15,21.2,404,17.832,748
derrick-j,23.7788125,-31.1096875,47.7473125,494,11.7838125,12266,38.9646875,56,43.65,2458,22.7983125,4137
derrick-j,7.3365,21.8915,6.818,49,6.179,1396,6.4955,12,8,282,7.034,464
derrick-j,17.122,31.44,22.631,6,11.163,206,20.053,1,23.2,45,16.416,69
derrick-j,9.013,12.37,9.574,34,7.718,810,8.581,5,10.2,148,8.6415,266
derrick-j,13.241,45.773,11.734,47,12.084,1481,11.877,15,14,302,12.695,502
derrick-j,13.141,49.765,12.036,43,9.731,1545,12.405,14,14.4,343,12.599,536
derrick-j,17.122,6.325,31.126,6,16.159,293,25.792,1,26,54,16.416,93
derrick-j,22.076,-0.773,33.624,22,16.469,641,27.9,2,30.4,117,21.166,205
derrick-j,21.013,6.568,26.882,49,13.228,1237,24.814,5,27.6,251,20.146,443
derrick-j,9.3,71.689,4.724,7,6.57,331,6.572,6,8.4,80,8.916,115
derrick-j,7.794,76.744,4.172,4,5.984,319,5.826,6,7.2,79,7.472,109
derrick-j,11.208,31.545,5.905,2,9.632,31,10.35,1,15.6,6,10.746,12
derrick-j,10.1335,5.771,14.7955,54,5.765,1624,13.0705,6,14.6,350,9.716,563
derrick-j,19.287,10.568,16.41,16,14.888,269,17.996,2,22.8,50,18.492,101
derrick-j,17.122,24.145,15.04,36,15.572,698,15.15,6,19.6,127,16.416,242
derrick-j,12.162,56.799,11.406,5,8.006,219,11.796,2,14,52,11.66,76
derrick-j,13.817,51.405,17.905,7,7.129,327,16.523,2,20,84,13.247,112
derrick-j,15.903,11.035,30.905,5,15.256,290,25.384,1,25.6,55,15.247,91
derrick-j,11.208,56.25,8.835,4,10.668,145,9.14,2,11.2,30,10.746,48
derrick-j,8.9395,10.95,10.9865,40,6.8375,1191,10.0295,6,11,238,8.571,407
derrick-j,17.122,30.365,13.832,30,9.789,632,15.98,5,19.6,140,16.416,245
derrick-j,9.3495,10.6605,11.8175,52,6.075,1509,10.7855,7,12.2,318,8.964,524
derrick-j,21.419,4.285,28.408,41,13.072,1049,25.953,4,28.8,214,20.536,375
derrick-j,23.727,6.727,21.982,13,14.103,198,22.01,1,28.8,39,22.748,74
derrick-j,13.024,31.006,10.286,6,15.296,118,11.543,2,15.2,21,12.487,41
derrick-j,14.555,42.717,15.788,12,12.026,416,14.34,3,16.8,85,13.954,136
derrick-j,8.842,49.48,0.852,1,2.938,21,7.6,1,10,5,8.477,9
derrick-j,11.208,59.067,6.846,4,10.37,110,7.878,2,11.2,23,10.746,37
derrick-j,10.504,67.605,7.97,5,7.877,243,8.633,3,10.8,58,10.071,82
derrick-j,13.817,53.639,8.615,7,11.019,137,9.256,2,15.6,28,13.247,46
derrick-j,8.2195,20.6495,9.069,38,5.139,1160,8.3985,7,10.2,262,7.881,395
derrick-j,11.766,57.738,9.715,32,11.25,1162,9.536,14,12,244,11.281,379
derrick-j,13.943,51.283,12.083,43,10.415,1303,11.945,12,15.2,282,13.368,439
derrick-j,19.287,24.105,19.161,16,15.202,326,17.35,2,22.4,60,18.492,108
derrick-j,3.129,103.625,-1.358,0,0.048,32,1.29,1,4,10,3,11
derrick-j,18.244,20.289,21.209,14,14.699,378,19.497,2,22,73,17.491,129
derrick-j,11.602,72.778,6.176,11,7.968,328,6.984,5,11.6,78,11.124,109
derrick-j,19.399,20.52,17.68,73,13.837,1368,17.657,9,22.4,263,18.599,487
derrick-j,10.728,64.958,7.679,23,9.655,867,7.753,13,10.4,186,10.285,280
derrick-j,8.842,65.555,4.294,2,7.116,88,6.6,2,8,20,8.477,31
derrick-j,3.129,120.205,-11.01,0,-19.02,4,-3.01,1,0.8,2,3,2
derrick-j,11.538,63.357,7.595,13,9.284,434,8.48,6,11.6,98,11.062,147
derrick-j,16.374,41.507,15.986,43,10.981,1164,15.42,8,19.2,256,15.698,402
derrick-j,16.828,30.281,16.991,23,12.708,605,16.799,4,19.6,125,16.134,214
derrick-j,5.684,86.124,2.929,1,6.284,155,2.986,5,3.6,35,5.449,47
derrick-j,11.208,51.494,6.92,10,10.775,236,8.412,5,12,47,10.746,81
derrick-j,14.938,35.97,16.628,47,10.477,1673,16.711,11,18.4,375,14.322,604
derrick-j,3.129,103.655,-2.219,0,-0.091,54,0.913,2,3.2,17,3,19
derrick-j,15.021,40.46,13.741,13,11.551,361,13.827,3,16.8,75,14.402,125
derrick-j,14.79,33.99,16.788,25,12.193,903,16.385,6,17.6,190,14.18,316
derrick-j,11.698,56.196,10.213,18,11.359,698,9.955,8,12,146,11.216,228
derrick-j,13.024,15.725,30.516,3,15.395,286,24.481,1,23.6,54,12.487,87
derrick-j,15.903,14.07,29.744,5,16.306,278,23.967,1,24,51,15.247,85
derrick-j,13.205,48.638,12.765,28,9.288,1063,13.1,9,14.8,240,12.661,372
derrick-j,7.2775,18.857,9.1795,32,6.0755,1324,8.3315,8,9,279,6.977,441
derrick-j,11.208,65.296,9.266,2,7.831,92,9.617,1,12.4,22,10.746,31
derrick-j,11.208,54.971,7.972,10,11.966,283,8.374,5,11.2,56,10.746,93
derrick-j,11.208,44.97,8.364,2,10.079,71,10.713,1,11.2,15,10.746,26
derrick-j,11.623,57.694,10.712,42,10.857,1789,10.194,19,12.4,381,11.143,580
derrick-j,15.47,34.435,22.65,14,8.476,610,20.712,3,23.2,148,14.832,214
derrick-j,8.6945,14.633,7.518,81,6.2725,1684,7.818,13,9.8,338,8.336,604
derrick-j,18.244,4.117,30.76,7,17.577,289,25.355,1,25.6,51,17.491,91
derrick-j,13.024,15.65,30.562,3,14.828,286,24.74,1,24,55,12.487,88
derrick-j,14.641125,29.29025,14.567,303,10.1035,7814,14.414625,57,17.15,1715,14.037625,2799
derrick-j,11.208,3.345,10.615,2,15.522,37,14.283,1,15.6,6,10.746,14
derrick-j,13.024,49.575,10.168,27,11.321,783,10.872,9,13.6,164,12.487,269
derrick-j,15.903,12.411,30.206,5,16.884,283,24.198,1,24,51,15.247,86
derrick-j,23.727,-15.325,36.142,13,15.553,346,31.545,1,34,65,22.748,120
derrick-j,20.267,7.185,19.946,9,16.184,168,19.71,1,24,30,19.432,60
derrick-j,11.208,71.728,5.179,6,6.888,185,7.064,3,11.2,46,10.746,65
derrick-j,8.842,-47.98,16.75,1,1.32,8,20.2,1,40.4,1,8.477,3
derrick-j,19.084,12.595,16.977,117,16.389,2006,17.399,15,22,356,18.297,716
derrick-j,17.122,9.458,31.126,6,16.159,293,25.355,1,26,54,16.416,91
derrick-j,18.599,25.373,16.101,44,13.46,822,16.345,6,21.2,160,17.832,292
derrick-j,18.244,7.783,30.931,7,16.539,291,25.34,1,26.4,53,17.491,91
derrick-j,11.208,65.648,8.233,16,7.633,672,9.133,8,11.6,162,10.746,231
derrick-j,8.842,-47.98,16.75,1,1.32,8,20.2,1,40.4,1,8.477,3
derrick-j,12.816,51.328,10.305,23,11.553,698,10.603,8,13.2,145,12.287,235
derrick-j,6.5705,26.1645,5.6985,43,5.337,1418,5.6775,14,7,304,6.2995,476
derrick-j,9.889,67.406,5.165,7,8.705,243,6.541,5,8.8,54,9.481,82
derrick-j,7.1025,29.68725,7.164,39,6.31525,1044,7.94625,10,10.3,207,6.80975,347
derrick-j,6.1215,26.6445,6.205,28,4.289,1284,6.2785,11,7.2,298,5.8695,444
derrick-j,11.602,59.444,6.507,11,8.132,317,8.545,5,11.6,72,11.124,113
derrick-j,7.624,16.8275,6.983,81,7.1845,1995,6.884,18,8.2,377,7.3095,677
derrick-j,13.925,44.852,10.748,25,12.006,626,11.546,7,14.8,128,13.351,217
derrick-j,10.8505,34.85375,10.80275,147,8.2795,4779,10.23975,38,12.2,1023,10.403,1600
derrick-j,16.8835,-28.58875,38.15175,118,8.576,3277,32.5595,19,34.9,694,16.18725,1173
derrick-j,8.076,76.886,6.447,3,7.994,254,6.137,4,7.6,58,7.743,79
derrick-j,8.842,75.586,4.057,7,6.302,356,5.804,7,8,87,8.477,122
derrick-j,7.169,86.07,1.846,2,3.335,183,4.422,4,6,51,6.873,65
derrick-j,12.092,54.552,10.13,32,10.546,1170,10.466,13,12.4,252,11.593,395
derrick-j,13.559,56.323,11.479,10,10.597,307,10.869,3,14.8,66,13,100
derrick-j,16.828,33.032,15.926,23,11.314,568,16.043,4,19.2,119,16.134,202
derrick-j,13.559,56.148,9.791,40,11.717,978,9.61,12,14,202,13,319
derrick-j,13.636,35.10925,13.65775,216,9.123875,6173,13.5405,47,16.05,1425,13.073625,2212
derrick-j,14.555,39.238,13.318,32,12.585,898,13.376,8,15.6,180,13.954,308
derrick-j,3.129,119.19,-4.23,0,-6.167,20,-2.62,2,1.2,6,3,6
derrick-j,11.208,15.64,12.156,2,17.074,33,12.32,1,18,5,10.746,11
derrick-j,15.58,43.873,10.119,19,10.46,361,11.984,4,17.2,78,14.937,132
derrick-j,14.555,43.783,12.222,4,9.025,114,13.612,1,16.4,26,13.954,42
derrick-j,10.126,45.733,6.707,9,10.759,271,9.116,6,10,54,9.708,97
derrick-j,15.309,46.76,14.117,50,10.713,1392,13.467,11,17.2,298,14.677,467
derrick-j,7.169,90.959,0.91,1,3.76,56,2.311,2,5.6,14,6.873,18
derrick-j,14.6595,13.41525,14.074,177,11.7225,3420,13.58675,22,17,635,14.05525,1191
derrick-j,15.533,36.992,13.617,33,13.182,789,13.601,7,17.2,155,14.892,270
derrick-j,13.7025,36.772625,13.669125,229,8.207375,6365,13.728125,53,16.5,1492,13.137625,2301
derrick-j,16.439,22.774,14.879,38,16.1,782,15.051,7,18.8,140,15.762,271
derrick-j,14.4395,30.420875,14.3995,300,10.0995,7701,14.225,57,16.85,1696,13.844125,2749
derrick-j,13.620625,32.607875,14.1865,315,10.969875,9453,13.41875,73,15.85,1948,13.058875,3191
derrick-j,7.5455,18.844,6.1355,57,6.3475,1317,6.5145,13,8.2,263,7.2345,462
derrick-j,11.438,60.592,8.966,55,9.619,2162,9.413,26,11.6,482,10.966,726
derrick-j,14.068,35.739,12.079,22,13.328,578,12.953,6,14.8,113,13.488,203
derrick-j,7.386,20.139,5.773,54,6.2305,1237,6.2,13,8,249,7.0815,433
derrick-j,13.024,53.329,10.711,27,8.874,911,11.59,9,14,209,12.487,321
derrick-j,9.957,71.065,6.859,10,7.321,516,7.819,7,10,126,9.547,175
derrick-j,20.028,20.946,17.945,35,13.838,619,17.728,4,23.2,119,19.202,219
derrick-j,7.386,19.6125,5.685,54,6.217,1216,6.235,13,8,245,7.0815,430
derrick-j,13.024,17.361,29.953,3,15.317,280,24.005,1,23.2,53,12.487,85
derrick-j,7.794,85.849,3.908,2,6.799,142,4.101,3,6.4,34,7.472,44
derrick-j,3.129,89.517,2.461,0,3.948,48,4.003,1,5.2,13,3,16
derrick-j,12.458,49.611,10.354,8,13.193,221,9.818,3,13.2,42,11.944,71
derrick-j,6.427,77.68,1.48,1,3.723,65,3.667,3,4.4,15,6.162,22
derrick-j,14.349,42.913,11.533,54,10.934,1422,12.633,14,15.2,302,13.757,507
derrick-j,12.385,57.109,10.882,21,10.476,778,10.511,8,13.2,168,11.874,255
derrick-j,9.189,12.288,9.214,57,6.939,1300,8.9215,8,10.8,258,8.81,456
derrick-j,8.842,75.896,4.6,3,7.666,147,5.489,3,7.6,34,8.477,48
derrick-j,3.129,87.945,7.475,0,11.595,33,2.483,1,2.4,6,3,8
derrick-j,3.129,90.99,6.76,0,7.577,17,1.313,1,1.2,3,3,4
derrick-j,12.514,27.42975,12.086,80,9.66475,1944,11.3625,16,14.4,387,11.998,657
derrick-j,7.8525,16.7195,6.51,63,6.4305,1405,6.9635,13,8.6,279,7.529,500
derrick-j,14.927625,27.8675,15.85475,271,9.807,7222,15.42025,49,17.95,1613,14.312125,2595
derrick-j,10.504,59.484,8.027,10,10.075,407,8.523,6,10,86,10.071,135
derrick-j,8.414,14.5195,7.5185,69,6.56,1529,7.72,12,9.4,301,8.067,542
derrick-j,10.411,70.563,5.174,13,7.418,441,6.616,8,9.6,103,9.982,150
derrick-j,9.23925,36.1905,7.12425,49,9.642,1474,7.3865,24,9.5,293,8.858,480
derrick-j,11.208,60.705,5.765,2,8.705,54,7.773,1,11.2,12,10.746,19
derrick-j,10.504,55.601,7.182,5,12.187,121,7.409,3,11.2,23,10.071,39
derrick-j,11.208,66.37,6.22,6,7.815,187,7.563,3,10.8,43,10.746,64
derrick-j,7.701,18.764,6.3435,60,6.199,1388,6.688,13,8.4,280,7.3835,488
derrick-j,14.555,44.661,18.829,8,9.848,344,16.843,2,19.6,79,13.954,114
derrick-j,7.169,81.363,4.342,2,7.864,183,4.519,4,5.6,42,6.873,57
derrick-j,3.129,102.045,-1.945,0,-0.185,21,0.517,1,2.4,6,3,7
derrick-j,3.129,117.16,-2.916,0,-1.774,17,-1.84,1,2,5,3,5
derrick-j,8.842,74.603,8.005,2,7.191,167,7.946,2,9.6,41,8.477,54
derrick-j,11.208,53.72,9.197,12,12.58,392,8.913,6,10.8,76,10.746,126
derrick-j,14.32925,31.467,14.38175,272,9.78825,7200,14.194125,52,16.8,1614,13.738375,2578
derrick-j,14.071,33.738375,14.145125,223,8.573125,6130,14.2425,46,17,1452,13.490875,2242
derrick-j,7.794,81.065,1.625,2,3.778,115,4.437,3,6.4,30,7.472,41
derrick-j,13.484,36.631,10.447,23,13.595,547,11.912,7,14.4,106,12.928,194
derrick-j,10.1335,-0.3925,18.962,9,4.5135,333,16.4975,1,18,79,9.716,119
derrick-j,9.957,73.013,6.874,20,6.76,1060,7.778,14,10,265,9.547,359
derrick-j,16.927,26.924,15.562,35,13.828,780,15.715,6,19.2,150,16.229,274
derrick-j,14.314,35.815,11.643,23,13.304,552,12.736,6,15.6,108,13.724,195
derrick-j,15.903,51.959,14.021,5,9.4,129,13.217,1,18.4,29,15.247,43
derrick-j,11.43,48.382,9.61,19,11.735,717,10.596,9,11.2,148,10.958,248
derrick-j,6.427,99.74,-2.852,1,-0.362,72,1.252,3,4.4,23,6.162,27
derrick-j,13.024,58.408,11.298,3,14.122,84,9.088,1,13.6,16,12.487,25
derrick-j,8.2565,44.746,5.996,73,8.1915,2135,6.1095,40,8.2,430,7.916,702
derrick-j,9.726,64.287,6.667,12,8.999,546,7.605,9,9.2,120,9.325,183
derrick-j,17.798125,21.35036719,25.92648438,3322,11.11814063,105674,22.83207812,532,25.796875,22720,17.06421875,35750
derrick-j,12.162,68.215,7.64,5,8.611,151,8.092,2,12.4,35,11.66,50
derrick-j,15.903,12.592,31.039,5,16.05,292,24.918,1,25.2,54,15.247,89
derrick-j,14.555,37.19,11.032,24,13.937,458,11.591,6,16.8,85,13.954,156
derrick-j,14.555,45.324,12.87,24,12.65,645,12.279,6,15.6,129,13.954,213
derrick-j,13.348,47.828,11.045,16,10.305,497,11.954,5,14,108,12.798,175
derrick-j,14.555,48.413,9.862,16,11.859,326,10.668,4,15.6,67,13.954,112
derrick-j,17.122,31.494,15.011,48,13.06,1019,15.108,8,19.2,201,16.416,356
derrick-j,12.262,55.854,9.069,46,9.911,1492,10.009,18,12.4,329,11.756,515
derrick-j,17.122,9.094,29.19,6,15.613,272,24.661,1,24.8,51,16.416,88
derrick-j,11.208,69.723,9.383,6,6.518,289,9.579,3,12.8,73,10.746,97
derrick-j,12.162,60.312,8.66,15,8.74,503,9.65,6,12.4,116,11.66,174
derrick-j,10.203,68.344,7.683,23,9.895,1056,7.586,15,9.6,233,9.782,338
derrick-j,14.314,45.153,15.896,46,11.963,1711,14.476,12,16.8,363,13.724,562
derrick-j,15.903,32.417,13.602,25,14.754,525,13.607,5,17.6,98,15.247,179
derrick-j,8.842,70.8,4.265,2,7.705,81,5.62,2,8,18,8.477,27
derrick-j,3.129,103.625,-1.358,0,0.048,32,1.29,1,4,10,3,11
derrick-j,12.29725,29.5005,12.27975,109,8.4075,2946,11.76875,20,14.5,638,11.79,1018
derrick-j,14.192,48.405,10.69,15,11.487,365,11.228,4,15.2,76,13.607,125
derrick-j,12.688,51.635,10.542,14,11.177,456,10.827,5,13.2,96,12.165,154
derrick-j,3.129,119.698,-6.05,0,-10.13,15,-2.815,2,0.8,5,3,5
derrick-j,3.129,120.205,-11.01,0,-19.02,4,-3.01,1,0.8,2,3,2
derrick-j,14.908625,29.143,14.935625,295,9.633625,7336,14.854875,51,17.7,1651,14.29375,2665
derrick-j,13.024,32.434,12.62,3,12.65,105,13.952,1,14,21,12.487,38
derrick-j,12.603,52.826,8.149,11,11.53,244,8.934,4,13.6,49,12.083,82
derrick-j,16.887,24.671,14.505,29,15.508,554,14.837,5,19.2,101,16.191,193
derrick-j,11.698,64.092,7.636,9,9.388,289,8.357,4,11.6,65,11.216,97
derrick-j,8.842,83.009,4.635,1,6.666,54,4.911,1,8,13,8.477,17
derrick-j,11.208,42.616,-1.109,2,1.236,25,9.054,1,14,7,10.746,13
derrick-j,18.244,0.539,15.834,14,17.92,224,17.904,2,22,38,17.491,84
derrick-j,18.244,17.78,16.01,42,16.577,731,16.121,6,21.2,129,17.491,255
derrick-j,17.122,10.886,30.203,6,16.255,283,24.659,1,25.2,52,16.416,88
derrick-j,14.555,14.14,29.66,4,15.576,277,24.205,1,23.6,52,13.954,86
derrick-j,15.248,36.912,11.161,18,14.265,327,11.961,4,17.6,62,14.619,113
derrick-j,16.322,37.444,13.953,16,12.65,355,13.916,3,18,71,15.649,122
derrick-j,19.413,19.521,20.03,65,14.241,1423,19.2,8,22.8,279,18.612,501
derrick-j,13.925,44.832,16.784,25,12.515,1048,14.743,7,16.8,218,13.351,336
derrick-j,12.262,53.763,9.165,23,11.108,706,9.873,9,12.4,149,11.756,240
derrick-j,12.032,60.118,8.486,17,9.446,557,9.31,7,12,125,11.536,190
derrick-j,13.024,46.255,10.669,6,13.275,153,10.41,2,13.6,29,12.487,50
derrick-j,6.0395,29.664,6.1485,27,4.1335,1281,5.891,11,7,301,5.7905,426
derrick-j,21.194,4.576,33.919,20,14.024,638,28.272,2,31.2,126,20.321,206
derrick-j,13.968,44.307,12.232,36,13.103,990,11.924,10,14.8,195,13.392,329
derrick-j,8.842,35.605,5.475,1,1.595,11,8.79,1,20.8,2,8.477,4
derrick-j,13.024,48.437,8.888,15,12.11,325,9.683,5,14,64,12.487,110
derrick-j,21.194,3.766,26.515,60,16.124,1458,23.872,6,26.4,269,20.321,501
derrick-j,11.698,47.12,8.94,9,13.613,224,9.295,4,12.4,42,11.216,74
derrick-j,11.366,30.3855,10.68175,126,9.08825,3485,10.48175,29,12.6,723,10.89725,1194
derrick-j,15.903,26.642,16.174,20,14.594,533,15.754,4,18,100,15.247,183
derrick-j,15.382,31.3,15.282,46,13.04,1302,15.278,10,16.8,257,14.747,454
derrick-j,8.842,49.48,7.446,1,11.184,28,7.6,1,10,5,8.477,9
derrick-j,12.341,54.422,8.377,39,10.095,1137,9.792,15,12.4,249,11.832,399
derrick-j,16.281,27.112,16.866,53,13.27,1455,16.558,10,18.4,285,15.61,508
derrick-j,15.533,32.042,15.583,33,12.872,937,15.391,7,17.2,186,14.892,325
derrick-j,16.527,25.703,17.757,11,14.072,304,16.879,2,18.8,58,15.845,104
derrick-j,11.662,63.029,9.791,29,7.429,1267,10.354,13,12.8,308,11.181,436
derrick-j,15.021,38.502,14.999,52,12.707,1543,14.265,12,16.4,308,14.402,518
derrick-j,20.267,3.828,32.487,45,12.483,1503,28.277,5,30.4,313,19.432,516
derrick-j,16.062,30.948,16.662,41,12.625,1164,16.178,8,18.4,233,15.4,403
derrick-j,13.024,42.715,11.178,3,11.472,96,12.27,1,14,20,12.487,34
derrick-j,7.554,79.004,4.467,3,7.582,215,4.625,5,6,48,7.243,67
derrick-j,11.698,52.233,10.413,9,10.515,371,10.943,4,12.4,80,11.216,127
derrick-j,8.842,76.878,4.708,15,6.299,902,6.346,15,8.4,230,8.477,311
derrick-j,8.842,78.81,5.224,2,6.153,122,5.993,2,8.4,30,8.477,40
derrick-j,11.208,60.201,7.076,10,10.72,276,7.695,5,11.2,57,10.746,91
derrick-j,14.906,40.6,10.648,17,10.809,375,12.565,4,16.4,80,14.292,138
derrick-j,14.39025,30.156125,14.68225,246,9.593875,6434,14.553875,47,17,1430,13.796875,2317
derrick-j,15.688,38.05,16.097,29,12.205,847,15.074,6,17.6,172,15.042,284
derrick-j,25.98,-42.181,58.374,16,11.467,537,47.96,1,51.6,116,24.909,180
derrick-j,13.663,36.874,15.651,17,13.19,667,14.625,5,15.2,131,13.1,222
derrick-j,11.933,47.977,12.432,19,12.65,825,11.691,8,12.4,165,11.441,269
derrick-j,14.192,21.14,11.948,15,16.687,241,12.795,4,18.8,40,13.607,83
derrick-j,14.906,46.921,12.47,34,11.446,868,12.335,8,16,181,14.292,293
derrick-j,16.7445,17.751625,21.608625,310,10.1775,7500,19.49325,44,22.8,1549,16.054125,2602
derrick-j,15.078,39.139,15.164,35,10.595,1093,15.098,8,17.2,235,14.456,383
derrick-j,12.458,52.265,9.899,24,11.123,768,10.441,9,12.8,162,11.944,261
derrick-j,17.506,28.546,16.101,19,13.46,411,15.903,3,19.6,80,16.784,143
derrick-j,13.6355,14.64875,12.96725,204,12.08675,4101,12.62075,30,15.6,743,13.07325,1415
derrick-j,11.473,60.662,9.504,32,9.92,1302,9.551,15,12,287,11,430
derrick-j,7.169,92.556,0.301,2,2.435,137,2.71,4,5.6,38,6.873,47
derrick-j,11.208,61.969,9.037,28,10.67,1110,8.839,14,11.2,238,10.746,359
derrick-j,13.295,50.917,9.703,38,12.128,943,10.132,12,14,192,12.747,317
